cliente_id,sku,fecha,unidades_inventario,kilos_inventario,sell_in_unidades,sell_in_kilos,sell_in_valor,sell_out_unidades,sell_out_kilos,sell_out_valor,cum_si_u,cum_so_u,cum_si_k,cum_so_k,inv_unidades_cierre,inv_kilos_cierre,inv_negativa_flag,inv_kilos_cierre_clip,avg_diario_30d_kilos,sell_out_kilos_30d,doh_30d,mes,cliente,canal,regional,zona,ciudad,formato_cliente,descripcion_producto,peso_kg,unidad,variedad,subcategoria,categoria,tipo_producto,marca,origen,anio_mes
C002,900101,2025-04-30,77,6.16,0.0,0.0,0.0,2.0,0.16,19700.0,532.0,551.0,42.56,42.822,58.0,5.897999999999996,False,5.897999999999996,0.3287333333333333,9.862,17.94159399716081,2025-04-01,SuperAhorro,Grandes Superficies,Antioquia,Valle de Aburrá,Medellín,Supermercado,SALAMI TAJADO CASA IBERIA 80G,0.08,UND,SALAMI,CHARCUTERIA,CARNES MADURADAS,regular,CASA IBERIA,IMPORTADO,2025-04
C002,190103,2025-04-30,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.2,20.0,-1.2,True,0.0,0.02,0.6,0.0,2025-04-01,SuperAhorro,Grandes Superficies,Antioquia,Valle de Aburrá,Medellín,Supermercado,RACLETTE CELEBRACION LOMA DORADA 600G,0.6,UND,MIXTO QUESOS,TEMPORADA,QUESOS MADURADOS,temporada,LOMA DORADA,IMPORTADO,2025-04
C017,120101,2025-04-30,6,1.5,5.0,1.25,38500.0,2.0,0.5,21810.0,83.0,81.0,19.0,20.27,8.0,0.23000000000000043,False,0.23000000000000043,0.20833333333333334,6.25,1.104000000000002,2025-04-01,RapiExpress,E-commerce,Centro,Bogotá y Sabana,Bogotá,Quick Commerce,MOZZARELLA TAJADA CAMPOCLARO 250G,0.25,UND,MOZZARELLA,QUESOS TAJADOS,QUESOS FRESCOS,regular,CAMPOCLARO,NACIONAL,2025-04
C002,110110,2025-04-30,31,11.16,0.0,0.0,0.0,1.0,0.36,33790.0,203.0,208.0,73.08,72.72,26.0,11.519999999999996,False,11.519999999999996,0.6,18.0,19.199999999999996,2025-04-01,SuperAhorro,Grandes Superficies,Antioquia,Valle de Aburrá,Medellín,Supermercado,MIX QUESOS PREMIUM MONTE AZUL 360G,0.36,UND,MIXTO QUESOS,MEZCLAS PREMIUM,QUESOS MADURADOS,regular,MONTE AZUL,IMPORTADO,2025-04
C001,900103,2025-04-30,112,8.96,0.0,0.0,0.0,11.0,0.88,121630.0,643.0,704.0,45.68,56.32,51.0,-1.6799999999999997,True,0.0,0.4506666666666667,13.520000000000001,0.0,2025-04-01,HiperMax Nacional,Grandes Superficies,Centro,Bogotá y Sabana,Bogotá,Hipermercado,JAMON SERRANO TAJADO CASA IBERIA 80G,0.08,UND,JAMON SERRANO,CHARCUTERIA,CARNES MADURADAS,regular,CASA IBERIA,IMPORTADO,2025-04
C015,300102,2025-04-30,18,4.14,0.0,0.0,0.0,1.0,0.23,9150.0,150.0,153.0,34.5,35.19,15.0,3.450000000000003,False,3.450000000000003,0.29133333333333333,8.74,11.842105263157904,2025-04-01,Abarrotes Norte,Tradicional Modernizado,Caribe,Costa Norte,Barranquilla,Supermercado Regional,JAMON DE PAVO FINAS LONCHAS SIERRA CARNES 230G,0.23,UND,JAMON PAVO,LONCHAS,CARNES FRIAS,regular,SIERRA CARNES,NACIONAL,2025-04
C001,900101,2025-04-30,80,6.4,0.0,0.0,0.0,5.0,0.4,49520.0,764.0,748.0,61.12,58.56,96.0,8.959999999999994,False,8.959999999999994,0.4986666666666667,14.96,17.96791443850266,2025-04-01,HiperMax Nacional,Grandes Superficies,Centro,Bogotá y Sabana,Bogotá,Hipermercado,SALAMI TAJADO CASA IBERIA 80G,0.08,UND,SALAMI,CHARCUTERIA,CARNES MADURADAS,regular,CASA IBERIA,IMPORTADO,2025-04
C003,110115,2025-04-30,50,12.5,0.0,0.0,0.0,3.0,0.75,75990.0,409.0,419.0,102.25,104.79,40.0,9.959999999999994,False,9.959999999999994,0.8563333333333333,25.689999999999998,11.630984818995712,2025-04-01,MaxiCompra Caribe,Grandes Superficies,Caribe,Costa Norte,Barranquilla,Supermercado,FETA CUBOS CASA SIERRA 250G,0.25,UND,FETA,ESPECIALES,QUESOS MADURADOS,regular,CASA SIERRA,IMPORTADO,2025-04
C014,110113,2025-04-30,68,17.0,0.0,0.0,0.0,5.0,1.25,77780.0,429.0,462.0,107.25,113.42,35.0,10.829999999999998,False,10.829999999999998,0.9583333333333334,28.75,11.30086956521739,2025-04-01,Plaza Hogar,Grandes Superficies,Occidente,Valle del Cauca,Cali,Hipermercado,PARMESANO RALLADO ORO LECHE 250G,0.25,UND,TIPO PARMESANO,RALLADOS,QUESO PARMESANO,regular,ORO LECHE,MAQUILA,2025-04
C003,120104,2025-04-30,86,17.2,0.0,0.0,0.0,4.0,0.8,31610.0,540.0,552.0,98.4,107.656,74.0,7.944000000000003,False,7.944000000000003,0.8933333333333333,26.8,8.89253731343284,2025-04-01,MaxiCompra Caribe,Grandes Superficies,Caribe,Costa Norte,Barranquilla,Supermercado,MOZZARELLA LIGHT CAMPOCLARO 200G,0.2,UND,MOZZARELLA,QUESOS TAJADOS,QUESOS FRESCOS,regular,CAMPOCLARO,NACIONAL,2025-04
C003,900101,2025-04-30,53,4.24,0.0,0.0,0.0,3.0,0.24,30010.0,429.0,421.0,34.32,33.021,61.0,5.5390000000000015,False,5.5390000000000015,0.2767,8.301,20.0180701120347,2025-04-01,MaxiCompra Caribe,Grandes Superficies,Caribe,Costa Norte,Barranquilla,Supermercado,SALAMI TAJADO CASA IBERIA 80G,0.08,UND,SALAMI,CHARCUTERIA,CARNES MADURADAS,regular,CASA IBERIA,IMPORTADO,2025-04
C012,110115,2025-04-30,18,4.5,13.0,3.25,252910.0,0.0,0.0,0.0,122.0,121.0,28.15,29.0,19.0,3.6499999999999986,False,3.6499999999999986,0.20833333333333334,6.25,17.519999999999992,2025-04-01,Delimarket Gourmet,Tiendas Especializadas,Centro,Bogotá y Sabana,Bogotá,Especialidad,FETA CUBOS CASA SIERRA 250G,0.25,UND,FETA,ESPECIALES,QUESOS MADURADOS,regular,CASA SIERRA,IMPORTADO,2025-04
C001,120104,2025-04-30,143,28.6,0.0,0.0,0.0,11.0,2.2,88010.0,769.0,847.0,153.8,169.4,65.0,13.0,False,13.0,1.44,43.199999999999996,9.027777777777779,2025-04-01,HiperMax Nacional,Grandes Superficies,Centro,Bogotá y Sabana,Bogotá,Hipermercado,MOZZARELLA LIGHT CAMPOCLARO 200G,0.2,UND,MOZZARELLA,QUESOS TAJADOS,QUESOS FRESCOS,regular,CAMPOCLARO,NACIONAL,2025-04
C017,120103,2025-04-30,6,1.2,0.0,0.0,0.0,0.0,0.0,0.0,75.0,76.0,15.0,15.016,5.0,1.1839999999999993,False,1.1839999999999993,0.10666666666666667,3.2,11.099999999999993,2025-04-01,RapiExpress,E-commerce,Centro,Bogotá y Sabana,Bogotá,Quick Commerce,QUESO CREMA CAMPOCLARO 200G,0.2,UND,CREMAS,UNTABLES,QUESOS FRESCOS,regular,CAMPOCLARO,NACIONAL,2025-04
C013,900103,2025-04-30,18,1.44,0.0,0.0,0.0,2.0,0.16,23750.0,146.0,147.0,11.68,11.6,17.0,1.5199999999999996,False,1.5199999999999996,0.09866666666666667,2.96,15.405405405405402,2025-04-01,La Mesa Premium,Tiendas Especializadas,Occidente,,Cali,Especialidad,JAMON SERRANO TAJADO CASA IBERIA 80G,0.08,UND,JAMON SERRANO,CHARCUTERIA,CARNES MADURADAS,regular,CASA IBERIA,IMPORTADO,2025-04
C013,110110,2025-04-30,10,3.6,9.0,3.24,239130.0,1.0,0.36,36550.0,53.0,54.0,17.28,18.72,9.0,2.1600000000000037,False,2.1600000000000037,0.192,5.76,11.25000000000002,2025-04-01,La Mesa Premium,Tiendas Especializadas,Occidente,,Cali,Especialidad,MIX QUESOS PREMIUM MONTE AZUL 360G,0.36,UND,MIXTO QUESOS,MEZCLAS PREMIUM,QUESOS MADURADOS,regular,MONTE AZUL,IMPORTADO,2025-04
C012,190101,2025-04-30,7,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,6.0,2.4,False,2.4,0.013333333333333334,0.4,179.99999999999997,2025-04-01,Delimarket Gourmet,Tiendas Especializadas,Centro,Bogotá y Sabana,Bogotá,Especialidad,TABLA APERITIVO NAVIDEÑA MONTE AZUL 400G,0.4,UND,MIXTO QUESOS,TEMPORADA,QUESOS MADURADOS,temporada,MONTE AZUL,IMPORTADO,2025-04
C013,110109,2025-04-30,13,1.95,15.0,2.25,178140.0,2.0,0.3,34660.0,115.0,110.0,17.25,15.888,18.0,3.3119999999999994,False,3.3119999999999994,0.155,4.65,21.367741935483867,2025-04-01,La Mesa Premium,Tiendas Especializadas,Occidente,,Cali,Especialidad,IBERICO CUÑA MONTE AZUL 150G,0.15,UND,IBERICO,CUÑAS PREMIUM,QUESOS MADURADOS,regular,MONTE AZUL,IMPORTADO,2025-04
C003,900103,2025-04-30,54,4.32,0.0,0.0,0.0,7.0,0.56,77160.0,386.0,403.0,30.88,32.221000000000004,37.0,2.978999999999999,False,2.978999999999999,0.2693333333333333,8.08,11.060643564356434,2025-04-01,MaxiCompra Caribe,Grandes Superficies,Caribe,Costa Norte,Barranquilla,Supermercado,JAMON SERRANO TAJADO CASA IBERIA 80G,0.08,UND,JAMON SERRANO,CHARCUTERIA,CARNES MADURADAS,regular,CASA IBERIA,IMPORTADO,2025-04
C013,190102,2025-04-30,4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,False,1.0,0.0,0.0,,2025-04-01,La Mesa Premium,Tiendas Especializadas,Occidente,,Cali,Especialidad,DUO FESTIVO QUESOS Y CARNES 500G,0.5,UND,MIXTO QUESOS-CARNES,TEMPORADA,QUESOS MADURADOS,temporada,MONTE AZUL,MAQUILA,2025-04
C014,120103,2025-04-30,87,17.4,0.0,0.0,0.0,6.0,1.2,59750.0,681.0,675.0,137.54,134.304,93.0,20.635999999999996,False,20.635999999999996,1.2933333333333332,38.8,15.955670103092782,2025-04-01,Plaza Hogar,Grandes Superficies,Occidente,Valle del Cauca,Cali,Hipermercado,QUESO CREMA CAMPOCLARO 200G,0.2,UND,CREMAS,UNTABLES,QUESOS FRESCOS,regular,CAMPOCLARO,NACIONAL,2025-04
C003,110113,2025-04-30,58,14.5,0.0,0.0,0.0,2.0,0.5,30930.0,543.0,548.0,135.75,133.0,53.0,17.25,False,17.25,1.1666666666666667,35.0,14.785714285714285,2025-04-01,MaxiCompra Caribe,Grandes Superficies,Caribe,Costa Norte,Barranquilla,Supermercado,PARMESANO RALLADO ORO LECHE 250G,0.25,UND,TIPO PARMESANO,RALLADOS,QUESO PARMESANO,regular,ORO LECHE,MAQUILA,2025-04
C016,130101,2025-04-30,125,18.75,0.0,0.0,0.0,5.0,0.75,28880.0,817.0,862.0,122.55,125.25,80.0,16.05000000000001,False,16.05000000000001,1.0450000000000002,31.35,15.358851674641157,2025-04-01,Canasta Familiar,Grandes Superficies,Santanderes,Bucaramanga Metropolitana,Bucaramanga,Supermercado,CHEDDAR ESTILO AMERICANO DELILAT 150G,0.15,UND,CHEDDAR ANALOGO,LONCHAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,2025-04
C016,120103,2025-04-30,73,14.6,0.0,0.0,0.0,4.0,0.8,40120.0,408.0,447.0,81.6,87.768,34.0,8.431999999999988,False,8.431999999999988,0.74,22.2,11.394594594594578,2025-04-01,Canasta Familiar,Grandes Superficies,Santanderes,Bucaramanga Metropolitana,Bucaramanga,Supermercado,QUESO CREMA CAMPOCLARO 200G,0.2,UND,CREMAS,UNTABLES,QUESOS FRESCOS,regular,CAMPOCLARO,NACIONAL,2025-04
C013,900102,2025-04-30,19,1.52,0.0,0.0,0.0,0.0,0.0,0.0,138.0,142.0,9.52,10.96,15.0,0.0799999999999983,False,0.0799999999999983,0.09333333333333332,2.8,0.857142857142839,2025-04-01,La Mesa Premium,Tiendas Especializadas,Occidente,,Cali,Especialidad,PEPPERONI TAJADO CASA IBERIA 80G,0.08,UND,PEPPERONI,CHARCUTERIA,CARNES MADURADAS,regular,CASA IBERIA,IMPORTADO,2025-04
C014,110112,2025-04-30,98,9.8,0.0,0.0,0.0,6.0,0.6,40730.0,865.0,883.0,87.44,86.912,80.0,10.327999999999989,False,10.327999999999989,0.7133333333333333,21.4,14.478504672897182,2025-04-01,Plaza Hogar,Grandes Superficies,Occidente,Valle del Cauca,Cali,Hipermercado,PARMESANO RALLADO ORO LECHE 100G,0.1,UND,TIPO PARMESANO,RALLADOS,QUESO PARMESANO,regular,ORO LECHE,MAQUILA,2025-04
C012,110110,2025-04-30,8,2.88,7.0,2.52,185810.0,0.0,0.0,0.0,61.0,59.0,21.96,20.88,10.0,3.960000000000001,False,3.960000000000001,0.14400000000000002,4.32,27.500000000000004,2025-04-01,Delimarket Gourmet,Tiendas Especializadas,Centro,Bogotá y Sabana,Bogotá,Especialidad,MIX QUESOS PREMIUM MONTE AZUL 360G,0.36,UND,MIXTO QUESOS,MEZCLAS PREMIUM,QUESOS MADURADOS,regular,MONTE AZUL,IMPORTADO,2025-04
C001,300101,2025-04-30,170,39.1,0.0,0.0,0.0,10.0,2.3,91610.0,961.0,1065.0,223.031,244.95,66.0,17.18100000000004,False,17.18100000000004,2.154333333333333,64.63,7.9750889679715495,2025-04-01,HiperMax Nacional,Grandes Superficies,Centro,Bogotá y Sabana,Bogotá,Hipermercado,JAMON DE CERDO FINAS LONCHAS SIERRA CARNES 230G,0.23,UND,JAMON CERDO,LONCHAS,CARNES FRIAS,regular,SIERRA CARNES,NACIONAL,2025-04
C016,110103,2025-04-30,45,6.75,0.0,0.0,0.0,4.0,0.6,58840.0,354.0,373.0,53.1,55.217999999999996,26.0,4.632000000000005,False,4.632000000000005,0.5176000000000001,15.528,8.948995363214847,2025-04-01,Canasta Familiar,Grandes Superficies,Santanderes,Bucaramanga Metropolitana,Bucaramanga,Supermercado,MUENSTER TAJADO LOMA DORADA 150G,0.15,UND,MUENSTER,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,2025-04
C016,110102,2025-04-30,56,8.4,0.0,0.0,0.0,2.0,0.3,28660.0,336.0,343.0,50.4,50.712,49.0,8.087999999999994,False,8.087999999999994,0.45539999999999997,13.661999999999999,17.760210803689052,2025-04-01,Canasta Familiar,Grandes Superficies,Santanderes,Bucaramanga Metropolitana,Bucaramanga,Supermercado,HOLANDES TAJADO LOMA DORADA 150G,0.15,UND,HOLANDES,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,2025-04
C012,110107,2025-04-30,16,2.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,122.0,14.625,15.0,11.0,1.625,False,1.625,0.15416666666666667,4.625,10.54054054054054,2025-04-01,Delimarket Gourmet,Tiendas Especializadas,Centro,Bogotá y Sabana,Bogotá,Especialidad,CAMEMBERT CUÑA MONTE AZUL 125G,0.125,UND,CAMEMBERT,QUESOS BLANDOS,QUESOS MADURADOS,regular,MONTE AZUL,IMPORTADO,2025-04
C015,900101,2025-04-30,15,1.2,9.0,0.72,68240.0,1.0,0.08,9900.0,113.0,113.0,9.04,9.040000000000001,15.0,1.1999999999999975,False,1.1999999999999975,0.07733333333333334,2.3200000000000003,15.517241379310311,2025-04-01,Abarrotes Norte,Tradicional Modernizado,Caribe,Costa Norte,Barranquilla,Supermercado Regional,SALAMI TAJADO CASA IBERIA 80G,0.08,UND,SALAMI,CHARCUTERIA,CARNES MADURADAS,regular,CASA IBERIA,IMPORTADO,2025-04
C014,110115,2025-04-30,41,10.25,0.0,0.0,0.0,3.0,0.75,75090.0,368.0,359.0,92.0,89.14,50.0,13.11,False,13.11,0.8,24.0,16.3875,2025-04-01,Plaza Hogar,Grandes Superficies,Occidente,Valle del Cauca,Cali,Hipermercado,FETA CUBOS CASA SIERRA 250G,0.25,UND,FETA,ESPECIALES,QUESOS MADURADOS,regular,CASA SIERRA,IMPORTADO,2025-04
C001,110114,2025-05-31,96,24.0,0.0,0.0,0.0,12.0,3.0,298570.0,741.0,765.0,184.0,188.87,72.0,19.129999999999995,False,19.129999999999995,1.2666666666666666,38.0,15.102631578947365,2025-05-01,HiperMax Nacional,Grandes Superficies,Centro,Bogotá y Sabana,Bogotá,Hipermercado,GOUDA NATURAL CUÑA LOMA DORADA 250G,0.25,UND,GOUDA NATURAL,CUÑAS,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,2025-05
C013,110114,2025-05-31,14,3.5,0.0,0.0,0.0,2.0,0.5,53010.0,110.0,118.0,27.5,28.79,6.0,2.210000000000001,False,2.210000000000001,0.243,7.29,9.09465020576132,2025-05-01,La Mesa Premium,Tiendas Especializadas,Occidente,,Cali,Especialidad,GOUDA NATURAL CUÑA LOMA DORADA 250G,0.25,UND,GOUDA NATURAL,CUÑAS,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,2025-05
C014,110101,2025-05-31,70,10.5,0.0,0.0,0.0,3.0,0.45,42810.0,674.0,679.0,93.75,100.8,65.0,3.450000000000003,False,3.450000000000003,0.7100000000000001,21.3,4.8591549295774685,2025-05-01,Plaza Hogar,Grandes Superficies,Occidente,Valle del Cauca,Cali,Hipermercado,GOUDA AHUMADO TAJADO LOMA DORADA 150G,0.15,UND,GOUDA AHUMADO,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,2025-05
C001,900101,2025-05-31,80,6.4,0.0,0.0,0.0,6.0,0.48,61590.0,896.0,928.0,71.68,72.08,48.0,6.000000000000014,False,6.000000000000014,0.43200000000000005,12.96,13.88888888888892,2025-05-01,HiperMax Nacional,Grandes Superficies,Centro,Bogotá y Sabana,Bogotá,Hipermercado,SALAMI TAJADO CASA IBERIA 80G,0.08,UND,SALAMI,CHARCUTERIA,CARNES MADURADAS,regular,CASA IBERIA,IMPORTADO,2025-05
C001,900102,2025-05-31,121,9.68,0.0,0.0,0.0,4.0,0.32,39270.0,905.0,948.0,72.4,74.88,78.0,7.200000000000017,False,7.200000000000017,0.4986666666666667,14.96,14.438502673796824,2025-05-01,HiperMax Nacional,Grandes Superficies,Centro,Bogotá y Sabana,Bogotá,Hipermercado,PEPPERONI TAJADO CASA IBERIA 80G,0.08,UND,PEPPERONI,CHARCUTERIA,CARNES MADURADAS,regular,CASA IBERIA,IMPORTADO,2025-05
C002,190103,2025-05-31,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.2,20.0,-1.2,True,0.0,0.0,0.0,,2025-05-01,SuperAhorro,Grandes Superficies,Antioquia,Valle de Aburrá,Medellín,Supermercado,RACLETTE CELEBRACION LOMA DORADA 600G,0.6,UND,MIXTO QUESOS,TEMPORADA,QUESOS MADURADOS,temporada,LOMA DORADA,IMPORTADO,2025-05
C013,900102,2025-05-31,19,1.52,0.0,0.0,0.0,0.0,0.0,0.0,177.0,177.0,12.64,13.76,19.0,0.40000000000000036,False,0.40000000000000036,0.09066666666666667,2.72,4.411764705882357,2025-05-01,La Mesa Premium,Tiendas Especializadas,Occidente,,Cali,Especialidad,PEPPERONI TAJADO CASA IBERIA 80G,0.08,UND,PEPPERONI,CHARCUTERIA,CARNES MADURADAS,regular,CASA IBERIA,IMPORTADO,2025-05
C003,120101,2025-05-31,113,28.25,0.0,0.0,0.0,10.0,2.5,100040.0,868.0,949.0,217.0,233.22,32.0,12.030000000000001,False,12.030000000000001,1.5416666666666667,46.25,7.8032432432432435,2025-05-01,MaxiCompra Caribe,Grandes Superficies,Caribe,Costa Norte,Barranquilla,Supermercado,MOZZARELLA TAJADA CAMPOCLARO 250G,0.25,UND,MOZZARELLA,QUESOS TAJADOS,QUESOS FRESCOS,regular,CAMPOCLARO,NACIONAL,2025-05
C018,130101,2025-05-31,262,39.3,0.0,0.0,0.0,26.0,3.9,132950.0,3886.0,3823.0,550.2,573.798,325.0,15.701999999999998,False,15.701999999999998,4.025,120.75,3.9011180124223594,2025-05-01,Cadena Uno,Hard Discount,Occidente,Valle del Cauca,Cali,Discounter,CHEDDAR ESTILO AMERICANO DELILAT 150G,0.15,UND,CHEDDAR ANALOGO,LONCHAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,2025-05
C012,110101,2025-05-31,18,2.7,0.0,0.0,0.0,2.0,0.3,31970.0,157.0,168.0,23.55,24.599999999999998,7.0,1.6500000000000021,False,1.6500000000000021,0.2,6.0,8.25000000000001,2025-05-01,Delimarket Gourmet,Tiendas Especializadas,Centro,Bogotá y Sabana,Bogotá,Especialidad,GOUDA AHUMADO TAJADO LOMA DORADA 150G,0.15,UND,GOUDA AHUMADO,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,2025-05
C012,110110,2025-05-31,8,2.88,0.0,0.0,0.0,2.0,0.72,75440.0,76.0,79.0,27.36,27.0,5.0,3.2399999999999984,False,3.2399999999999984,0.20400000000000001,6.12,15.882352941176462,2025-05-01,Delimarket Gourmet,Tiendas Especializadas,Centro,Bogotá y Sabana,Bogotá,Especialidad,MIX QUESOS PREMIUM MONTE AZUL 360G,0.36,UND,MIXTO QUESOS,MEZCLAS PREMIUM,QUESOS MADURADOS,regular,MONTE AZUL,IMPORTADO,2025-05
C003,110112,2025-05-31,120,12.0,0.0,0.0,0.0,11.0,1.1,75350.0,2642.0,2662.0,264.2,261.6,100.0,14.599999999999966,False,14.599999999999966,0.9066666666666666,27.2,16.10294117647055,2025-05-01,MaxiCompra Caribe,Grandes Superficies,Caribe,Costa Norte,Barranquilla,Supermercado,PARMESANO RALLADO ORO LECHE 100G,0.1,UND,TIPO PARMESANO,RALLADOS,QUESO PARMESANO,regular,ORO LECHE,MAQUILA,2025-05
C014,190102,2025-05-31,26,13.0,0.0,0.0,0.0,1.0,0.5,29700.0,0.0,5.0,0.0,2.5,21.0,10.5,False,10.5,0.016666666666666666,0.5,630.0,2025-05-01,Plaza Hogar,Grandes Superficies,Occidente,Valle del Cauca,Cali,Hipermercado,DUO FESTIVO QUESOS Y CARNES 500G,0.5,UND,MIXTO QUESOS-CARNES,TEMPORADA,QUESOS MADURADOS,temporada,MONTE AZUL,MAQUILA,2025-05
C018,120104,2025-05-31,104,20.8,0.0,0.0,0.0,12.0,2.4,87100.0,1320.0,1337.0,264.0,259.68,87.0,25.120000000000005,False,25.120000000000005,1.9666666666666666,59.0,12.772881355932206,2025-05-01,Cadena Uno,Hard Discount,Occidente,Valle del Cauca,Cali,Discounter,MOZZARELLA LIGHT CAMPOCLARO 200G,0.2,UND,MOZZARELLA,QUESOS TAJADOS,QUESOS FRESCOS,regular,CAMPOCLARO,NACIONAL,2025-05
C013,110101,2025-05-31,19,2.85,0.0,0.0,0.0,0.0,0.0,0.0,132.0,133.0,19.8,19.349999999999998,18.0,3.3000000000000043,False,3.3000000000000043,0.13499999999999998,4.05,24.44444444444448,2025-05-01,La Mesa Premium,Tiendas Especializadas,Occidente,,Cali,Especialidad,GOUDA AHUMADO TAJADO LOMA DORADA 150G,0.15,UND,GOUDA AHUMADO,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,2025-05
C012,110107,2025-05-31,16,2.0,0.0,0.0,0.0,1.0,0.125,14560.0,146.0,147.0,18.25,18.0,15.0,2.25,False,2.25,0.1,3.0,22.5,2025-05-01,Delimarket Gourmet,Tiendas Especializadas,Centro,Bogotá y Sabana,Bogotá,Especialidad,CAMEMBERT CUÑA MONTE AZUL 125G,0.125,UND,CAMEMBERT,QUESOS BLANDOS,QUESOS MADURADOS,regular,MONTE AZUL,IMPORTADO,2025-05
C001,110105,2025-05-31,88,13.2,0.0,0.0,0.0,8.0,1.2,114840.0,760.0,817.0,114.0,122.154,31.0,5.0460000000000065,False,5.0460000000000065,0.815,24.45,6.191411042944794,2025-05-01,HiperMax Nacional,Grandes Superficies,Centro,Bogotá y Sabana,Bogotá,Hipermercado,PROVOLONE TAJADO LOMA DORADA 150G,0.15,UND,PROVOLONE,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,2025-05
C016,120104,2025-05-31,81,16.2,0.0,0.0,0.0,6.0,1.2,47890.0,690.0,725.0,125.2,145.0,46.0,-3.5999999999999943,True,0.0,1.06,31.8,0.0,2025-05-01,Canasta Familiar,Grandes Superficies,Santanderes,Bucaramanga Metropolitana,Bucaramanga,Supermercado,MOZZARELLA LIGHT CAMPOCLARO 200G,0.2,UND,MOZZARELLA,QUESOS TAJADOS,QUESOS FRESCOS,regular,CAMPOCLARO,NACIONAL,2025-05
C016,130101,2025-05-31,125,18.75,0.0,0.0,0.0,7.0,1.05,38990.0,1070.0,1116.0,160.5,162.3,79.0,16.94999999999999,False,16.94999999999999,1.2050000000000003,36.150000000000006,14.066390041493763,2025-05-01,Canasta Familiar,Grandes Superficies,Santanderes,Bucaramanga Metropolitana,Bucaramanga,Supermercado,CHEDDAR ESTILO AMERICANO DELILAT 150G,0.15,UND,CHEDDAR ANALOGO,LONCHAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,2025-05
C017,300102,2025-05-31,4,0.92,0.0,0.0,0.0,0.0,0.0,0.0,136.0,136.0,28.98,31.28,4.0,-1.379999999999999,True,0.0,0.10733333333333334,3.22,0.0,2025-05-01,RapiExpress,E-commerce,Centro,Bogotá y Sabana,Bogotá,Quick Commerce,JAMON DE PAVO FINAS LONCHAS SIERRA CARNES 230G,0.23,UND,JAMON PAVO,LONCHAS,CARNES FRIAS,regular,SIERRA CARNES,NACIONAL,2025-05
C005,300102,2025-05-31,105,24.15,0.0,0.0,0.0,5.0,1.15,42810.0,1093.0,1098.0,251.39000000000001,252.54,100.0,23.00000000000003,False,23.00000000000003,1.5793333333333333,47.379999999999995,14.563106796116523,2025-05-01,PrecioListo,Hard Discount,Antioquia,Valle de Aburrá,Medellín,Discounter,JAMON DE PAVO FINAS LONCHAS SIERRA CARNES 230G,0.23,UND,JAMON PAVO,LONCHAS,CARNES FRIAS,regular,SIERRA CARNES,NACIONAL,2025-05
C004,110112,2025-05-31,222,22.2,0.0,0.0,0.0,15.0,1.5,92960.0,2795.0,2782.0,279.5,271.572,235.0,30.127999999999986,False,30.127999999999986,1.9933333333333332,59.8,15.114381270903005,2025-05-01,Descuento Ya,Hard Discount,Centro,Bogotá y Sabana,Bogotá,Discounter,PARMESANO RALLADO ORO LECHE 100G,0.1,UND,TIPO PARMESANO,RALLADOS,QUESO PARMESANO,regular,ORO LECHE,MAQUILA,2025-05
C012,900104,2025-05-31,26,2.08,0.0,0.0,0.0,3.0,0.24,31150.0,176.0,184.0,14.08,14.64,18.0,1.5199999999999996,False,1.5199999999999996,0.11466666666666667,3.44,13.255813953488369,2025-05-01,Delimarket Gourmet,Tiendas Especializadas,Centro,Bogotá y Sabana,Bogotá,Especialidad,CHORIZO TAJADO CASA IBERIA 80G,0.08,UND,CHORIZO,CHARCUTERIA,CARNES MADURADAS,regular,CASA IBERIA,IMPORTADO,2025-05
C005,300101,2025-05-31,108,24.84,0.0,0.0,0.0,11.0,2.53,90630.0,1544.0,1588.0,355.12,355.507,64.0,24.452999999999975,False,24.452999999999975,2.5223333333333335,75.67,9.694594951764229,2025-05-01,PrecioListo,Hard Discount,Antioquia,Valle de Aburrá,Medellín,Discounter,JAMON DE CERDO FINAS LONCHAS SIERRA CARNES 230G,0.23,UND,JAMON CERDO,LONCHAS,CARNES FRIAS,regular,SIERRA CARNES,NACIONAL,2025-05
