cliente_id,sku,fecha,unidades_inventario,kilos_inventario,sell_in_unidades,sell_in_kilos,sell_in_valor,sell_out_unidades,sell_out_kilos,sell_out_valor,cum_si_u,cum_so_u,cum_si_k,cum_so_k,inv_unidades_cierre,inv_kilos_cierre,inv_negativa_flag,inv_kilos_cierre_clip,avg_diario_30d_kilos,sell_out_kilos_30d,doh_30d,mes,cliente,canal,regional,zona,ciudad,formato_cliente,descripcion_producto,peso_kg,unidad,variedad,subcategoria,categoria,tipo_producto,marca,origen,anio_mes,riesgo
C015,110112,2025-12-31,32,3.2,22.0,2.2,116680.0,2.0,0.2,13090.0,754.0,749.0,72.6,74.276,37.0,1.524000000000001,False,1.524000000000001,0.18000000000000002,5.4,8.46666666666667,2025-12-01,Abarrotes Norte,Tradicional Modernizado,Caribe,Costa Norte,Barranquilla,Supermercado Regional,PARMESANO RALLADO ORO LECHE 100G,0.1,UND,TIPO PARMESANO,RALLADOS,QUESO PARMESANO,regular,ORO LECHE,MAQUILA,2025-12,Desabastecimiento
C013,900102,2025-12-31,19,1.52,26.0,2.08,198870.0,2.0,0.16,21710.0,455.0,446.0,34.88,35.293,28.0,1.1070000000000064,False,1.1070000000000064,0.13066666666666668,3.9200000000000004,8.471938775510253,2025-12-01,La Mesa Premium,Tiendas Especializadas,Occidente,,Cali,Especialidad,PEPPERONI TAJADO CASA IBERIA 80G,0.08,UND,PEPPERONI,CHARCUTERIA,CARNES MADURADAS,regular,CASA IBERIA,IMPORTADO,2025-12,Desabastecimiento
C014,300101,2025-12-31,90,20.7,0.0,0.0,0.0,8.0,1.84,72540.0,2207.0,2201.0,489.67,496.7,96.0,13.670000000000016,False,13.670000000000016,1.6099999999999999,48.3,8.490683229813675,2025-12-01,Plaza Hogar,Grandes Superficies,Occidente,Valle del Cauca,Cali,Hipermercado,JAMON DE CERDO FINAS LONCHAS SIERRA CARNES 230G,0.23,UND,JAMON CERDO,LONCHAS,CARNES FRIAS,regular,SIERRA CARNES,NACIONAL,2025-12,Desabastecimiento
C013,110105,2025-12-31,17,2.55,22.0,3.3,245470.0,1.0,0.15,16190.0,310.0,305.0,44.85,45.738,22.0,1.661999999999999,False,1.661999999999999,0.195,5.8500000000000005,8.523076923076918,2025-12-01,La Mesa Premium,Tiendas Especializadas,Occidente,,Cali,Especialidad,PROVOLONE TAJADO LOMA DORADA 150G,0.15,UND,PROVOLONE,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,2025-12,Desabastecimiento
C004,300101,2025-12-31,151,34.73,0.0,0.0,0.0,16.0,3.68,131000.0,4536.0,4581.0,1043.28,1049.95,106.0,28.059999999999945,False,28.059999999999945,3.2889999999999997,98.66999999999999,8.531468531468516,2025-12-01,Descuento Ya,Hard Discount,Centro,Bogotá y Sabana,Bogotá,Discounter,JAMON DE CERDO FINAS LONCHAS SIERRA CARNES 230G,0.23,UND,JAMON CERDO,LONCHAS,CARNES FRIAS,regular,SIERRA CARNES,NACIONAL,2025-12,Desabastecimiento
C016,190103,2025-12-31,18,10.8,0.0,0.0,0.0,1.0,0.6,41700.0,83.0,89.0,49.8,53.4,12.0,7.199999999999996,False,7.199999999999996,0.84,25.2,8.571428571428566,2025-12-01,Canasta Familiar,Grandes Superficies,Santanderes,Bucaramanga Metropolitana,Bucaramanga,Supermercado,RACLETTE CELEBRACION LOMA DORADA 600G,0.6,UND,MIXTO QUESOS,TEMPORADA,QUESOS MADURADOS,temporada,LOMA DORADA,IMPORTADO,2025-12,Desabastecimiento
C003,120103,2025-12-31,88,17.6,0.0,0.0,0.0,7.0,1.4,71090.0,1806.0,1857.0,361.2,368.2,37.0,10.600000000000023,False,10.600000000000023,1.2066666666666666,36.199999999999996,8.784530386740352,2025-12-01,MaxiCompra Caribe,Grandes Superficies,Caribe,Costa Norte,Barranquilla,Supermercado,QUESO CREMA CAMPOCLARO 200G,0.2,UND,CREMAS,UNTABLES,QUESOS FRESCOS,regular,CAMPOCLARO,NACIONAL,2025-12,Desabastecimiento
C018,120103,2025-12-31,112,22.4,0.0,0.0,0.0,11.0,2.2,99350.0,3710.0,3756.0,742.0,742.8,66.0,21.600000000000023,False,21.600000000000023,2.44,73.2,8.852459016393452,2025-12-01,Cadena Uno,Hard Discount,Occidente,Valle del Cauca,Cali,Discounter,QUESO CREMA CAMPOCLARO 200G,0.2,UND,CREMAS,UNTABLES,QUESOS FRESCOS,regular,CAMPOCLARO,NACIONAL,2025-12,Desabastecimiento
C016,300101,2025-12-31,88,20.24,0.0,0.0,0.0,2.0,0.46,17760.0,1721.0,1727.0,383.87,394.11899999999997,82.0,9.991000000000042,False,9.991000000000042,1.1193333333333333,33.58,8.925848719475917,2025-12-01,Canasta Familiar,Grandes Superficies,Santanderes,Bucaramanga Metropolitana,Bucaramanga,Supermercado,JAMON DE CERDO FINAS LONCHAS SIERRA CARNES 230G,0.23,UND,JAMON CERDO,LONCHAS,CARNES FRIAS,regular,SIERRA CARNES,NACIONAL,2025-12,Desabastecimiento
C005,110112,2025-12-31,205,20.5,0.0,0.0,0.0,16.0,1.6,101730.0,5296.0,5369.0,529.6,534.42,132.0,15.680000000000064,False,15.680000000000064,1.7266666666666668,51.800000000000004,9.081081081081118,2025-12-01,PrecioListo,Hard Discount,Antioquia,Valle de Aburrá,Medellín,Discounter,PARMESANO RALLADO ORO LECHE 100G,0.1,UND,TIPO PARMESANO,RALLADOS,QUESO PARMESANO,regular,ORO LECHE,MAQUILA,2025-12,Desabastecimiento
C001,300102,2025-12-31,84,19.32,0.0,0.0,0.0,10.0,2.3,94770.0,2368.0,2381.0,529.46,533.986,71.0,14.794000000000096,False,14.794000000000096,1.6176666666666668,48.53,9.145270966412587,2025-12-01,HiperMax Nacional,Grandes Superficies,Centro,Bogotá y Sabana,Bogotá,Hipermercado,JAMON DE PAVO FINAS LONCHAS SIERRA CARNES 230G,0.23,UND,JAMON PAVO,LONCHAS,CARNES FRIAS,regular,SIERRA CARNES,NACIONAL,2025-12,Desabastecimiento
C001,110110,2025-12-31,45,16.2,0.0,0.0,0.0,5.0,1.8,165120.0,1283.0,1291.0,448.92,449.842,37.0,15.27800000000002,False,15.27800000000002,1.644,49.32,9.293187347931886,2025-12-01,HiperMax Nacional,Grandes Superficies,Centro,Bogotá y Sabana,Bogotá,Hipermercado,MIX QUESOS PREMIUM MONTE AZUL 360G,0.36,UND,MIXTO QUESOS,MEZCLAS PREMIUM,QUESOS MADURADOS,regular,MONTE AZUL,IMPORTADO,2025-12,Desabastecimiento
C017,130101,2025-12-31,6,0.9,4.0,0.6,17590.0,1.0,0.15,5910.0,274.0,274.0,41.1,40.926,6.0,1.073999999999998,False,1.073999999999998,0.115,3.45,9.339130434782591,2025-12-01,RapiExpress,E-commerce,Centro,Bogotá y Sabana,Bogotá,Quick Commerce,CHEDDAR ESTILO AMERICANO DELILAT 150G,0.15,UND,CHEDDAR ANALOGO,LONCHAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,2025-12,Desabastecimiento
C017,900101,2025-12-31,4,0.32,0.0,0.0,0.0,1.0,0.08,10590.0,202.0,201.0,15.92,15.692,5.0,0.5479999999999983,False,0.5479999999999983,0.058666666666666666,1.76,9.340909090909062,2025-12-01,RapiExpress,E-commerce,Centro,Bogotá y Sabana,Bogotá,Quick Commerce,SALAMI TAJADO CASA IBERIA 80G,0.08,UND,SALAMI,CHARCUTERIA,CARNES MADURADAS,regular,CASA IBERIA,IMPORTADO,2025-12,Desabastecimiento
C003,110113,2025-12-31,58,14.5,0.0,0.0,0.0,1.0,0.25,15980.0,1665.0,1667.0,401.0,405.25,56.0,10.25,False,10.25,1.0916666666666666,32.75,9.389312977099237,2025-12-01,MaxiCompra Caribe,Grandes Superficies,Caribe,Costa Norte,Barranquilla,Supermercado,PARMESANO RALLADO ORO LECHE 250G,0.25,UND,TIPO PARMESANO,RALLADOS,QUESO PARMESANO,regular,ORO LECHE,MAQUILA,2025-12,Desabastecimiento
C001,110105,2025-12-31,88,13.2,0.0,0.0,0.0,12.0,1.8,173400.0,2138.0,2148.0,320.7,321.96,78.0,11.939999999999998,False,11.939999999999998,1.2650000000000001,37.95,9.43873517786561,2025-12-01,HiperMax Nacional,Grandes Superficies,Centro,Bogotá y Sabana,Bogotá,Hipermercado,PROVOLONE TAJADO LOMA DORADA 150G,0.15,UND,PROVOLONE,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,2025-12,Desabastecimiento
C016,110113,2025-12-31,46,11.5,0.0,0.0,0.0,2.0,0.5,30890.0,1266.0,1252.0,306.25,308.86,60.0,8.889999999999986,False,8.889999999999986,0.9416666666666667,28.25,9.440707964601756,2025-12-01,Canasta Familiar,Grandes Superficies,Santanderes,Bucaramanga Metropolitana,Bucaramanga,Supermercado,PARMESANO RALLADO ORO LECHE 250G,0.25,UND,TIPO PARMESANO,RALLADOS,QUESO PARMESANO,regular,ORO LECHE,MAQUILA,2025-12,Desabastecimiento
C003,130103,2025-12-31,87,25.056,0.0,0.0,0.0,6.0,1.728,49340.0,2498.0,2480.0,703.008,708.342,105.0,19.722000000000094,False,19.722000000000094,2.0736,62.208,9.510995370370416,2025-12-01,MaxiCompra Caribe,Grandes Superficies,Caribe,Costa Norte,Barranquilla,Supermercado,LONCHAS AMERICANAS DELILAT 288G,0.288,UND,CHEDDAR ANALOGO,LONCHITAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,2025-12,Desabastecimiento
C003,110110,2025-12-31,39,14.04,0.0,0.0,0.0,4.0,1.44,137120.0,786.0,804.0,282.96,287.942,21.0,9.057999999999993,False,9.057999999999993,0.9480000000000001,28.44,9.554852320675097,2025-12-01,MaxiCompra Caribe,Grandes Superficies,Caribe,Costa Norte,Barranquilla,Supermercado,MIX QUESOS PREMIUM MONTE AZUL 360G,0.36,UND,MIXTO QUESOS,MEZCLAS PREMIUM,QUESOS MADURADOS,regular,MONTE AZUL,IMPORTADO,2025-12,Desabastecimiento
C003,120101,2025-12-31,113,28.25,0.0,0.0,0.0,7.0,1.75,71890.0,2294.0,2295.0,553.5,565.97,112.0,15.779999999999973,False,15.779999999999973,1.6166666666666667,48.5,9.760824742268024,2025-12-01,MaxiCompra Caribe,Grandes Superficies,Caribe,Costa Norte,Barranquilla,Supermercado,MOZZARELLA TAJADA CAMPOCLARO 250G,0.25,UND,MOZZARELLA,QUESOS TAJADOS,QUESOS FRESCOS,regular,CAMPOCLARO,NACIONAL,2025-12,Desabastecimiento
C005,130103,2025-12-31,213,61.344,0.0,0.0,0.0,11.0,3.168,83650.0,6398.0,6491.0,1842.624,1849.501,120.0,54.4670000000001,False,54.4670000000001,5.5776,167.328,9.765311244979937,2025-12-01,PrecioListo,Hard Discount,Antioquia,Valle de Aburrá,Medellín,Discounter,LONCHAS AMERICANAS DELILAT 288G,0.288,UND,CHEDDAR ANALOGO,LONCHITAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,2025-12,Desabastecimiento
C017,190101,2025-12-31,1,0.4,0.0,0.0,0.0,0.0,0.0,0.0,14.0,13.0,5.6,5.2,2.0,0.7999999999999998,False,0.7999999999999998,0.08000000000000002,2.4000000000000004,9.999999999999996,2025-12-01,RapiExpress,E-commerce,Centro,Bogotá y Sabana,Bogotá,Quick Commerce,TABLA APERITIVO NAVIDEÑA MONTE AZUL 400G,0.4,UND,MIXTO QUESOS,TEMPORADA,QUESOS MADURADOS,temporada,MONTE AZUL,IMPORTADO,2025-12,Desabastecimiento
C003,900103,2025-12-31,54,4.32,0.0,0.0,0.0,7.0,0.56,76290.0,1402.0,1387.0,101.76,110.061,69.0,-3.9809999999999945,True,0.0,0.3546666666666667,10.64,0.0,2025-12-01,MaxiCompra Caribe,Grandes Superficies,Caribe,Costa Norte,Barranquilla,Supermercado,JAMON SERRANO TAJADO CASA IBERIA 80G,0.08,UND,JAMON SERRANO,CHARCUTERIA,CARNES MADURADAS,regular,CASA IBERIA,IMPORTADO,2025-12,Inventario negativo
C003,300102,2025-12-31,79,18.17,0.0,0.0,0.0,5.0,1.15,47170.0,1626.0,1666.0,350.06,378.58,39.0,-10.349999999999966,True,0.0,1.0733333333333333,32.199999999999996,0.0,2025-12-01,MaxiCompra Caribe,Grandes Superficies,Caribe,Costa Norte,Barranquilla,Supermercado,JAMON DE PAVO FINAS LONCHAS SIERRA CARNES 230G,0.23,UND,JAMON PAVO,LONCHAS,CARNES FRIAS,regular,SIERRA CARNES,NACIONAL,2025-12,Inventario negativo
C004,900102,2025-12-31,149,11.92,0.0,0.0,0.0,13.0,1.04,118280.0,3816.0,3885.0,279.52,302.425,80.0,-10.985000000000014,True,0.0,1.008,30.240000000000002,0.0,2025-12-01,Descuento Ya,Hard Discount,Centro,Bogotá y Sabana,Bogotá,Discounter,PEPPERONI TAJADO CASA IBERIA 80G,0.08,UND,PEPPERONI,CHARCUTERIA,CARNES MADURADAS,regular,CASA IBERIA,IMPORTADO,2025-12,Inventario negativo
C012,110102,2025-12-31,21,3.15,0.0,0.0,0.0,4.0,0.6,64070.0,493.0,499.0,68.1,74.25,15.0,-3.0,True,0.0,0.295,8.85,0.0,2025-12-01,Delimarket Gourmet,Tiendas Especializadas,Centro,Bogotá y Sabana,Bogotá,Especialidad,HOLANDES TAJADO LOMA DORADA 150G,0.15,UND,HOLANDES,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,2025-12,Inventario negativo
C006,900102,2025-12-31,75,6.0,0.0,0.0,0.0,7.0,0.56,63710.0,1868.0,1895.0,142.24,150.0,48.0,-1.759999999999991,True,0.0,0.49333333333333335,14.8,0.0,2025-12-01,PuntoMenos Caribe,Hard Discount,Caribe,Costa Norte,Cartagena,Discounter,PEPPERONI TAJADO CASA IBERIA 80G,0.08,UND,PEPPERONI,CHARCUTERIA,CARNES MADURADAS,regular,CASA IBERIA,IMPORTADO,2025-12,Inventario negativo
C005,110113,2025-12-31,105,26.25,0.0,0.0,0.0,7.0,1.75,97680.0,3069.0,3055.0,679.75,752.64,119.0,-46.639999999999986,True,0.0,1.8583333333333334,55.75,0.0,2025-12-01,PrecioListo,Hard Discount,Antioquia,Valle de Aburrá,Medellín,Discounter,PARMESANO RALLADO ORO LECHE 250G,0.25,UND,TIPO PARMESANO,RALLADOS,QUESO PARMESANO,regular,ORO LECHE,MAQUILA,2025-12,Inventario negativo
C001,300101,2025-12-31,170,39.1,0.0,0.0,0.0,10.0,2.3,89760.0,3138.0,3240.0,679.351,737.38,68.0,-18.928999999999974,True,0.0,2.277,68.31,0.0,2025-12-01,HiperMax Nacional,Grandes Superficies,Centro,Bogotá y Sabana,Bogotá,Hipermercado,JAMON DE CERDO FINAS LONCHAS SIERRA CARNES 230G,0.23,UND,JAMON CERDO,LONCHAS,CARNES FRIAS,regular,SIERRA CARNES,NACIONAL,2025-12,Inventario negativo
C001,900103,2025-12-31,112,8.96,0.0,0.0,0.0,5.0,0.4,55030.0,2323.0,2372.0,174.64,186.96,63.0,-3.3600000000000136,True,0.0,0.5866666666666667,17.6,0.0,2025-12-01,HiperMax Nacional,Grandes Superficies,Centro,Bogotá y Sabana,Bogotá,Hipermercado,JAMON SERRANO TAJADO CASA IBERIA 80G,0.08,UND,JAMON SERRANO,CHARCUTERIA,CARNES MADURADAS,regular,CASA IBERIA,IMPORTADO,2025-12,Inventario negativo
C001,110106,2025-12-31,71,8.875,0.0,0.0,0.0,6.0,0.75,77520.0,1865.0,1887.0,224.625,234.0,49.0,-0.5,True,0.0,0.8916666666666667,26.75,0.0,2025-12-01,HiperMax Nacional,Grandes Superficies,Centro,Bogotá y Sabana,Bogotá,Hipermercado,BRIE CUÑA MONTE AZUL 125G,0.125,UND,BRIE,QUESOS BLANDOS,QUESOS MADURADOS,regular,MONTE AZUL,IMPORTADO,2025-12,Inventario negativo
C002,190103,2025-12-31,22,0.0,0.0,0.0,0.0,4.0,2.4,163410.0,119.0,134.0,71.4,80.39999999999999,7.0,-8.999999999999986,True,0.0,1.5799999999999998,47.4,0.0,2025-12-01,SuperAhorro,Grandes Superficies,Antioquia,Valle de Aburrá,Medellín,Supermercado,RACLETTE CELEBRACION LOMA DORADA 600G,0.6,UND,MIXTO QUESOS,TEMPORADA,QUESOS MADURADOS,temporada,LOMA DORADA,IMPORTADO,2025-12,Inventario negativo
C002,130103,2025-12-31,124,35.712,0.0,0.0,0.0,5.0,1.44,41750.0,2884.0,2953.0,783.648,822.989,55.0,-3.629000000000019,True,0.0,2.3904,71.712,0.0,2025-12-01,SuperAhorro,Grandes Superficies,Antioquia,Valle de Aburrá,Medellín,Supermercado,LONCHAS AMERICANAS DELILAT 288G,0.288,UND,CHEDDAR ANALOGO,LONCHITAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,2025-12,Inventario negativo
C002,120103,2025-12-31,97,19.4,0.0,0.0,0.0,2.0,0.4,20640.0,2354.0,2395.0,441.6,473.2,56.0,-12.199999999999989,True,0.0,1.4800000000000002,44.400000000000006,0.0,2025-12-01,SuperAhorro,Grandes Superficies,Antioquia,Valle de Aburrá,Medellín,Supermercado,QUESO CREMA CAMPOCLARO 200G,0.2,UND,CREMAS,UNTABLES,QUESOS FRESCOS,regular,CAMPOCLARO,NACIONAL,2025-12,Inventario negativo
C016,120104,2025-12-31,81,16.2,0.0,0.0,0.0,6.0,1.2,48620.0,1775.0,1824.0,342.2,363.32,32.0,-4.920000000000016,True,0.0,0.9533333333333334,28.6,0.0,2025-12-01,Canasta Familiar,Grandes Superficies,Santanderes,Bucaramanga Metropolitana,Bucaramanga,Supermercado,MOZZARELLA LIGHT CAMPOCLARO 200G,0.2,UND,MOZZARELLA,QUESOS TAJADOS,QUESOS FRESCOS,regular,CAMPOCLARO,NACIONAL,2025-12,Inventario negativo
C016,110101,2025-12-31,52,7.8,0.0,0.0,0.0,4.0,0.6,59210.0,1227.0,1253.0,178.2,186.09,26.0,-0.09000000000000341,True,0.0,0.775,23.25,0.0,2025-12-01,Canasta Familiar,Grandes Superficies,Santanderes,Bucaramanga Metropolitana,Bucaramanga,Supermercado,GOUDA AHUMADO TAJADO LOMA DORADA 150G,0.15,UND,GOUDA AHUMADO,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,2025-12,Inventario negativo
C016,900101,2025-12-31,52,4.16,0.0,0.0,0.0,5.0,0.0,49800.0,1319.0,1326.0,98.48,105.28,45.0,-2.6400000000000006,True,0.0,0.37333333333333335,11.200000000000001,0.0,2025-12-01,Canasta Familiar,Grandes Superficies,Santanderes,Bucaramanga Metropolitana,Bucaramanga,Supermercado,SALAMI TAJADO CASA IBERIA 80G,0.08,UND,SALAMI,CHARCUTERIA,CARNES MADURADAS,regular,CASA IBERIA,IMPORTADO,2025-12,Inventario negativo
C018,130101,2025-12-31,262,39.3,0.0,0.0,0.0,26.0,3.9,135470.0,9763.0,9800.0,1350.15,1470.348,225.0,-80.89799999999991,True,0.0,4.569999999999999,137.1,0.0,2025-12-01,Cadena Uno,Hard Discount,Occidente,Valle del Cauca,Cali,Discounter,CHEDDAR ESTILO AMERICANO DELILAT 150G,0.15,UND,CHEDDAR ANALOGO,LONCHAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,2025-12,Inventario negativo
C015,110113,2025-12-31,12,0.0,11.0,2.75,132650.0,1.0,0.25,15520.0,349.0,344.0,84.25,85.75,17.0,-1.5,True,0.0,0.2916666666666667,8.75,0.0,2025-12-01,Abarrotes Norte,Tradicional Modernizado,Caribe,Costa Norte,Barranquilla,Supermercado Regional,PARMESANO RALLADO ORO LECHE 250G,0.25,UND,TIPO PARMESANO,RALLADOS,QUESO PARMESANO,regular,ORO LECHE,MAQUILA,2025-12,Inventario negativo
C017,120101,2025-12-31,6,1.5,0.0,0.0,0.0,0.0,0.0,0.0,310.0,311.0,75.75,77.75,5.0,-0.5,True,0.0,0.25,7.5,0.0,2025-12-01,RapiExpress,E-commerce,Centro,Bogotá y Sabana,Bogotá,Quick Commerce,MOZZARELLA TAJADA CAMPOCLARO 250G,0.25,UND,MOZZARELLA,QUESOS TAJADOS,QUESOS FRESCOS,regular,CAMPOCLARO,NACIONAL,2025-12,Inventario negativo
C017,110108,2025-12-31,3,0.45,0.0,0.0,0.0,0.0,0.0,0.0,160.0,158.0,22.2,23.55,5.0,-0.9000000000000021,True,0.0,0.06999999999999999,2.0999999999999996,0.0,2025-12-01,RapiExpress,E-commerce,Centro,Bogotá y Sabana,Bogotá,Quick Commerce,MANCHEGO CUÑA MONTE AZUL 150G,0.15,UND,MANCHEGO,CUÑAS PREMIUM,QUESOS MADURADOS,regular,MONTE AZUL,IMPORTADO,2025-12,Inventario negativo
C017,300102,2025-12-31,4,0.92,0.0,0.0,0.0,0.0,0.0,0.0,328.0,330.0,73.14,75.9,2.0,-1.8400000000000034,True,0.0,0.10733333333333332,3.2199999999999998,0.0,2025-12-01,RapiExpress,E-commerce,Centro,Bogotá y Sabana,Bogotá,Quick Commerce,JAMON DE PAVO FINAS LONCHAS SIERRA CARNES 230G,0.23,UND,JAMON PAVO,LONCHAS,CARNES FRIAS,regular,SIERRA CARNES,NACIONAL,2025-12,Inventario negativo
C014,900101,2025-12-31,67,0.0,0.0,0.0,0.0,5.0,0.4,50740.0,1782.0,1778.0,137.76,142.026,71.0,-4.2660000000000196,True,0.0,0.5359999999999999,16.08,0.0,2025-12-01,Plaza Hogar,Grandes Superficies,Occidente,Valle del Cauca,Cali,Hipermercado,SALAMI TAJADO CASA IBERIA 80G,0.08,UND,SALAMI,CHARCUTERIA,CARNES MADURADAS,regular,CASA IBERIA,IMPORTADO,2025-12,Inventario negativo
C014,190102,2025-12-31,26,13.0,0.0,0.0,0.0,3.0,1.5,88510.0,112.0,170.0,56.0,85.0,-32.0,-16.0,True,0.0,1.9666666666666666,59.0,0.0,2025-12-01,Plaza Hogar,Grandes Superficies,Occidente,Valle del Cauca,Cali,Hipermercado,DUO FESTIVO QUESOS Y CARNES 500G,0.5,UND,MIXTO QUESOS-CARNES,TEMPORADA,QUESOS MADURADOS,temporada,MONTE AZUL,MAQUILA,2025-12,Inventario negativo
C014,110107,2025-12-31,58,7.25,0.0,0.0,0.0,4.0,0.5,51650.0,1248.0,1279.0,139.625,157.47,27.0,-10.594999999999999,True,0.0,0.4708333333333333,14.125,0.0,2025-12-01,Plaza Hogar,Grandes Superficies,Occidente,Valle del Cauca,Cali,Hipermercado,CAMEMBERT CUÑA MONTE AZUL 125G,0.125,UND,CAMEMBERT,QUESOS BLANDOS,QUESOS MADURADOS,regular,MONTE AZUL,IMPORTADO,2025-12,Inventario negativo
C014,110105,2025-12-31,60,9.0,0.0,0.0,0.0,1.0,0.15,14420.0,1506.0,1499.0,209.1,223.062,67.0,-4.9620000000000175,True,0.0,0.8200000000000001,24.6,0.0,2025-12-01,Plaza Hogar,Grandes Superficies,Occidente,Valle del Cauca,Cali,Hipermercado,PROVOLONE TAJADO LOMA DORADA 150G,0.15,UND,PROVOLONE,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,2025-12,Inventario negativo
C014,110102,2025-12-31,74,11.1,0.0,0.0,0.0,2.0,0.3,28570.0,1472.0,1499.0,208.8,223.638,47.0,-3.7379999999999995,True,0.0,0.78,23.400000000000002,0.0,2025-12-01,Plaza Hogar,Grandes Superficies,Occidente,Valle del Cauca,Cali,Hipermercado,HOLANDES TAJADO LOMA DORADA 150G,0.15,UND,HOLANDES,QUESOS TAJADOS PREMIUM,QUESOS MADURADOS,regular,LOMA DORADA,IMPORTADO,2025-12,Inventario negativo
