fecha,cliente_ref,sku,unidades,kilos,valor,canal_fuente,regional_fuente,fuente,archivo,cliente_id,cliente,metodo_cliente,score_cliente,canal,regional,sku_valido,descripcion_producto,peso_kg,unidad,variedad,subcategoria,categoria,tipo_producto,marca,origen,duplicado_exacto
2025-02-15,DescuentoYA,130103,25,7.2,186260,Hard Discount,CENTRO,POS_SHARE_H1,Sell_out_1.csv,C004,Descuento Ya,nombre_normalizado,100.0,Hard Discount,Centro,True,LONCHAS AMERICANAS DELILAT 288G,0.288,UND,CHEDDAR ANALOGO,LONCHITAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,False
2025-02-16,DESCUENTO YA,130103,17,4.896,125030,Hard Discount,Centro,POS_SHARE_H1,Sell_out_1.csv,C004,Descuento Ya,nombre_normalizado,100.0,Hard Discount,Centro,True,LONCHAS AMERICANAS DELILAT 288G,0.288,UND,CHEDDAR ANALOGO,LONCHITAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,False
2025-02-17,DescuentoYA,130103,27,7.776,205120,Hard Discount,Centro,POS_SHARE_H1,Sell_out_1.csv,C004,Descuento Ya,nombre_normalizado,100.0,Hard Discount,Centro,True,LONCHAS AMERICANAS DELILAT 288G,0.288,UND,CHEDDAR ANALOGO,LONCHITAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,False
2025-02-18,DESCUENTO YA,130103,29,8.352,216550,Discounters,CENTRO,POS_SHARE_H1,Sell_out_1.csv,C004,Descuento Ya,nombre_normalizado,100.0,Hard Discount,Centro,True,LONCHAS AMERICANAS DELILAT 288G,0.288,UND,CHEDDAR ANALOGO,LONCHITAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,False
2025-02-19,DescuentoYA,130103,27,7.776,201370,Discounters,CENTRO,POS_SHARE_H1,Sell_out_1.csv,C004,Descuento Ya,nombre_normalizado,100.0,Hard Discount,Centro,True,LONCHAS AMERICANAS DELILAT 288G,0.288,UND,CHEDDAR ANALOGO,LONCHITAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,False
2025-02-20,DescuentoYA,130103,23,6.624,173480,Discounters,Centro,POS_SHARE_H1,Sell_out_1.csv,C004,Descuento Ya,nombre_normalizado,100.0,Hard Discount,Centro,True,LONCHAS AMERICANAS DELILAT 288G,0.288,UND,CHEDDAR ANALOGO,LONCHITAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,False
2025-02-21,Descuento Ya,130103,27,7.776,199490,Discounters,Centro,POS_SHARE_H1,Sell_out_1.csv,C004,Descuento Ya,nombre_normalizado,100.0,Hard Discount,Centro,True,LONCHAS AMERICANAS DELILAT 288G,0.288,UND,CHEDDAR ANALOGO,LONCHITAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,False
2025-02-22,Descuento Ya,130103,27,7.776,203500,Hard Discount,CENTRO,POS_SHARE_H1,Sell_out_1.csv,C004,Descuento Ya,nombre_normalizado,100.0,Hard Discount,Centro,True,LONCHAS AMERICANAS DELILAT 288G,0.288,UND,CHEDDAR ANALOGO,LONCHITAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,False
2025-02-23,Descuento Ya,130103,22,6.336,163680,Discounters,CENTRO,POS_SHARE_H1,Sell_out_1.csv,C004,Descuento Ya,nombre_normalizado,100.0,Hard Discount,Centro,True,LONCHAS AMERICANAS DELILAT 288G,0.288,UND,CHEDDAR ANALOGO,LONCHITAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,False
2025-02-24,DESCUENTO YA,130103,22,6.336,161900,Discounters,Centro,POS_SHARE_H1,Sell_out_1.csv,C004,Descuento Ya,nombre_normalizado,100.0,Hard Discount,Centro,True,LONCHAS AMERICANAS DELILAT 288G,0.288,UND,CHEDDAR ANALOGO,LONCHITAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,False
2025-02-25,DescuentoYA,130103,23,6.624,168620,Discounters,CENTRO,POS_SHARE_H1,Sell_out_1.csv,C004,Descuento Ya,nombre_normalizado,100.0,Hard Discount,Centro,True,LONCHAS AMERICANAS DELILAT 288G,0.288,UND,CHEDDAR ANALOGO,LONCHITAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,False
2025-02-26,Descuento Ya,130103,13,3.744,95260,Discounters,Centro,POS_SHARE_H1,Sell_out_1.csv,C004,Descuento Ya,nombre_normalizado,100.0,Hard Discount,Centro,True,LONCHAS AMERICANAS DELILAT 288G,0.288,UND,CHEDDAR ANALOGO,LONCHITAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,False
2025-02-27,DescuentoYA,130103,17,4.896,130210,Discounters,Centro,POS_SHARE_H1,Sell_out_1.csv,C004,Descuento Ya,nombre_normalizado,100.0,Hard Discount,Centro,True,LONCHAS AMERICANAS DELILAT 288G,0.288,UND,CHEDDAR ANALOGO,LONCHITAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,False
2025-02-28,Descuento Ya,130103,15,4.32,114470,Hard Discount,Centro,POS_SHARE_H1,Sell_out_1.csv,C004,Descuento Ya,nombre_normalizado,100.0,Hard Discount,Centro,True,LONCHAS AMERICANAS DELILAT 288G,0.288,UND,CHEDDAR ANALOGO,LONCHITAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,False
2025-03-01,DescuentoYA,130103,31,8.928,232360,Hard Discount,Centro,POS_SHARE_H1,Sell_out_1.csv,C004,Descuento Ya,nombre_normalizado,100.0,Hard Discount,Centro,True,LONCHAS AMERICANAS DELILAT 288G,0.288,UND,CHEDDAR ANALOGO,LONCHITAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,False
2025-03-02,DESCUENTO YA,130103,17,4.896,125420,Discounters,CENTRO,POS_SHARE_H1,Sell_out_1.csv,C004,Descuento Ya,nombre_normalizado,100.0,Hard Discount,Centro,True,LONCHAS AMERICANAS DELILAT 288G,0.288,UND,CHEDDAR ANALOGO,LONCHITAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,False
2025-03-03,DESCUENTO YA,130103,22,6.336,162020,Hard discount,CENTRO,POS_SHARE_H1,Sell_out_1.csv,C004,Descuento Ya,nombre_normalizado,100.0,Hard Discount,Centro,True,LONCHAS AMERICANAS DELILAT 288G,0.288,UND,CHEDDAR ANALOGO,LONCHITAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,False
2025-03-04,Descuento Ya,130103,19,5.472,139650,Discounters,Centro,POS_SHARE_H1,Sell_out_1.csv,C004,Descuento Ya,nombre_normalizado,100.0,Hard Discount,Centro,True,LONCHAS AMERICANAS DELILAT 288G,0.288,UND,CHEDDAR ANALOGO,LONCHITAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,False
2025-03-05,DescuentoYA,130103,16,4.608,118310,Hard discount,Centro,POS_SHARE_H1,Sell_out_1.csv,C004,Descuento Ya,nombre_normalizado,100.0,Hard Discount,Centro,True,LONCHAS AMERICANAS DELILAT 288G,0.288,UND,CHEDDAR ANALOGO,LONCHITAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,False
2025-03-06,Descuento Ya,130103,27,7.776,198540,Discounters,CENTRO,POS_SHARE_H1,Sell_out_1.csv,C004,Descuento Ya,nombre_normalizado,100.0,Hard Discount,Centro,True,LONCHAS AMERICANAS DELILAT 288G,0.288,UND,CHEDDAR ANALOGO,LONCHITAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,False
2025-03-07,DESCUENTO YA,130103,25,7.2,190510,Hard Discount,Centro,POS_SHARE_H1,Sell_out_1.csv,C004,Descuento Ya,nombre_normalizado,100.0,Hard Discount,Centro,True,LONCHAS AMERICANAS DELILAT 288G,0.288,UND,CHEDDAR ANALOGO,LONCHITAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,False
2025-03-08,DescuentoYA,130103,18,5.184,132990,Hard discount,CENTRO,POS_SHARE_H1,Sell_out_1.csv,C004,Descuento Ya,nombre_normalizado,100.0,Hard Discount,Centro,True,LONCHAS AMERICANAS DELILAT 288G,0.288,UND,CHEDDAR ANALOGO,LONCHITAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,False
2025-03-09,DESCUENTO YA,130103,20,5.76,151970,Hard Discount,CENTRO,POS_SHARE_H1,Sell_out_1.csv,C004,Descuento Ya,nombre_normalizado,100.0,Hard Discount,Centro,True,LONCHAS AMERICANAS DELILAT 288G,0.288,UND,CHEDDAR ANALOGO,LONCHITAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,False
2025-03-10,DESCUENTO YA,130103,34,9.792,257370,Hard discount,Centro,POS_SHARE_H1,Sell_out_1.csv,C004,Descuento Ya,nombre_normalizado,100.0,Hard Discount,Centro,True,LONCHAS AMERICANAS DELILAT 288G,0.288,UND,CHEDDAR ANALOGO,LONCHITAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,False
2025-03-11,Descuento Ya,130103,17,4.896,127060,Discounters,Centro,POS_SHARE_H1,Sell_out_1.csv,C004,Descuento Ya,nombre_normalizado,100.0,Hard Discount,Centro,True,LONCHAS AMERICANAS DELILAT 288G,0.288,UND,CHEDDAR ANALOGO,LONCHITAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,False
2025-03-12,DescuentoYA,130103,23,6.624,170790,Hard Discount,CENTRO,POS_SHARE_H1,Sell_out_1.csv,C004,Descuento Ya,nombre_normalizado,100.0,Hard Discount,Centro,True,LONCHAS AMERICANAS DELILAT 288G,0.288,UND,CHEDDAR ANALOGO,LONCHITAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,False
2025-03-13,DESCUENTO YA,130103,16,4.608,121410,Hard Discount,Centro,POS_SHARE_H1,Sell_out_1.csv,C004,Descuento Ya,nombre_normalizado,100.0,Hard Discount,Centro,True,LONCHAS AMERICANAS DELILAT 288G,0.288,UND,CHEDDAR ANALOGO,LONCHITAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,False
2025-03-14,DESCUENTO YA,130103,23,6.624,175850,Hard Discount,Centro,POS_SHARE_H1,Sell_out_1.csv,C004,Descuento Ya,nombre_normalizado,100.0,Hard Discount,Centro,True,LONCHAS AMERICANAS DELILAT 288G,0.288,UND,CHEDDAR ANALOGO,LONCHITAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,False
2025-03-15,DESCUENTO YA,130103,25,7.2,188050,Hard discount,CENTRO,POS_SHARE_H1,Sell_out_1.csv,C004,Descuento Ya,nombre_normalizado,100.0,Hard Discount,Centro,True,LONCHAS AMERICANAS DELILAT 288G,0.288,UND,CHEDDAR ANALOGO,LONCHITAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,False
2025-03-16,DescuentoYA,130103,23,6.624,172460,Discounters,Centro,POS_SHARE_H1,Sell_out_1.csv,C004,Descuento Ya,nombre_normalizado,100.0,Hard Discount,Centro,True,LONCHAS AMERICANAS DELILAT 288G,0.288,UND,CHEDDAR ANALOGO,LONCHITAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,False
2025-03-17,DESCUENTO YA,130103,20,5.76,151080,Hard Discount,Centro,POS_SHARE_H1,Sell_out_1.csv,C004,Descuento Ya,nombre_normalizado,100.0,Hard Discount,Centro,True,LONCHAS AMERICANAS DELILAT 288G,0.288,UND,CHEDDAR ANALOGO,LONCHITAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,False
2025-03-18,Descuento Ya,130103,21,6.048,154430,Hard discount,CENTRO,POS_SHARE_H1,Sell_out_1.csv,C004,Descuento Ya,nombre_normalizado,100.0,Hard Discount,Centro,True,LONCHAS AMERICANAS DELILAT 288G,0.288,UND,CHEDDAR ANALOGO,LONCHITAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,False
2025-03-19,DescuentoYA,130103,22,6.336,168410,Hard discount,CENTRO,POS_SHARE_H1,Sell_out_1.csv,C004,Descuento Ya,nombre_normalizado,100.0,Hard Discount,Centro,True,LONCHAS AMERICANAS DELILAT 288G,0.288,UND,CHEDDAR ANALOGO,LONCHITAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,False
2025-03-20,DescuentoYA,130103,34,9.792,258470,Hard Discount,Centro,POS_SHARE_H1,Sell_out_1.csv,C004,Descuento Ya,nombre_normalizado,100.0,Hard Discount,Centro,True,LONCHAS AMERICANAS DELILAT 288G,0.288,UND,CHEDDAR ANALOGO,LONCHITAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,False
2025-03-21,DESCUENTO YA,130103,14,4.032,107040,Hard discount,CENTRO,POS_SHARE_H1,Sell_out_1.csv,C004,Descuento Ya,nombre_normalizado,100.0,Hard Discount,Centro,True,LONCHAS AMERICANAS DELILAT 288G,0.288,UND,CHEDDAR ANALOGO,LONCHITAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,False
2025-03-22,DescuentoYA,130103,18,5.184,137340,Hard Discount,CENTRO,POS_SHARE_H1,Sell_out_1.csv,C004,Descuento Ya,nombre_normalizado,100.0,Hard Discount,Centro,True,LONCHAS AMERICANAS DELILAT 288G,0.288,UND,CHEDDAR ANALOGO,LONCHITAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,False
2025-03-23,DescuentoYA,130103,16,4.608,121190,Discounters,Centro,POS_SHARE_H1,Sell_out_1.csv,C004,Descuento Ya,nombre_normalizado,100.0,Hard Discount,Centro,True,LONCHAS AMERICANAS DELILAT 288G,0.288,UND,CHEDDAR ANALOGO,LONCHITAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,False
2025-03-24,DescuentoYA,130103,35,10.08,257540,Hard Discount,CENTRO,POS_SHARE_H1,Sell_out_1.csv,C004,Descuento Ya,nombre_normalizado,100.0,Hard Discount,Centro,True,LONCHAS AMERICANAS DELILAT 288G,0.288,UND,CHEDDAR ANALOGO,LONCHITAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,False
2025-03-25,DescuentoYA,130103,28,8.064,206860,Hard discount,Centro,POS_SHARE_H1,Sell_out_1.csv,C004,Descuento Ya,nombre_normalizado,100.0,Hard Discount,Centro,True,LONCHAS AMERICANAS DELILAT 288G,0.288,UND,CHEDDAR ANALOGO,LONCHITAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,False
2025-03-26,DESCUENTO YA,130103,19,5.472,139080,Discounters,CENTRO,POS_SHARE_H1,Sell_out_1.csv,C004,Descuento Ya,nombre_normalizado,100.0,Hard Discount,Centro,True,LONCHAS AMERICANAS DELILAT 288G,0.288,UND,CHEDDAR ANALOGO,LONCHITAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,False
2025-03-27,DESCUENTO YA,130103,20,5.76,146230,Discounters,Centro,POS_SHARE_H1,Sell_out_1.csv,C004,Descuento Ya,nombre_normalizado,100.0,Hard Discount,Centro,True,LONCHAS AMERICANAS DELILAT 288G,0.288,UND,CHEDDAR ANALOGO,LONCHITAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,False
2025-03-28,Descuento Ya,130103,23,6.624,170460,Hard Discount,Centro,POS_SHARE_H1,Sell_out_1.csv,C004,Descuento Ya,nombre_normalizado,100.0,Hard Discount,Centro,True,LONCHAS AMERICANAS DELILAT 288G,0.288,UND,CHEDDAR ANALOGO,LONCHITAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,False
2025-03-29,DescuentoYA,130103,25,7.2,185250,Hard Discount,Centro,POS_SHARE_H1,Sell_out_1.csv,C004,Descuento Ya,nombre_normalizado,100.0,Hard Discount,Centro,True,LONCHAS AMERICANAS DELILAT 288G,0.288,UND,CHEDDAR ANALOGO,LONCHITAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,False
2025-03-30,DescuentoYA,130103,16,4.608,122590,Discounters,CENTRO,POS_SHARE_H1,Sell_out_1.csv,C004,Descuento Ya,nombre_normalizado,100.0,Hard Discount,Centro,True,LONCHAS AMERICANAS DELILAT 288G,0.288,UND,CHEDDAR ANALOGO,LONCHITAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,False
2025-03-31,DescuentoYA,130103,21,6.048,158940,Hard discount,Centro,POS_SHARE_H1,Sell_out_1.csv,C004,Descuento Ya,nombre_normalizado,100.0,Hard Discount,Centro,True,LONCHAS AMERICANAS DELILAT 288G,0.288,UND,CHEDDAR ANALOGO,LONCHITAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,False
2025-04-01,Descuento Ya,130103,25,7.2,186060,Hard Discount,Centro,POS_SHARE_H1,Sell_out_1.csv,C004,Descuento Ya,nombre_normalizado,100.0,Hard Discount,Centro,True,LONCHAS AMERICANAS DELILAT 288G,0.288,UND,CHEDDAR ANALOGO,LONCHITAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,False
2025-04-02,DescuentoYA,130103,22,6.336,167110,Hard Discount,CENTRO,POS_SHARE_H1,Sell_out_1.csv,C004,Descuento Ya,nombre_normalizado,100.0,Hard Discount,Centro,True,LONCHAS AMERICANAS DELILAT 288G,0.288,UND,CHEDDAR ANALOGO,LONCHITAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,False
2025-04-03,Descuento Ya,130103,26,7.488,198290,Discounters,Centro,POS_SHARE_H1,Sell_out_1.csv,C004,Descuento Ya,nombre_normalizado,100.0,Hard Discount,Centro,True,LONCHAS AMERICANAS DELILAT 288G,0.288,UND,CHEDDAR ANALOGO,LONCHITAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,False
2025-04-04,Descuento Ya,130103,23,6.624,168920,Hard discount,Centro,POS_SHARE_H1,Sell_out_1.csv,C004,Descuento Ya,nombre_normalizado,100.0,Hard Discount,Centro,True,LONCHAS AMERICANAS DELILAT 288G,0.288,UND,CHEDDAR ANALOGO,LONCHITAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,False
2025-04-05,Descuento Ya,130103,16,4.608,119710,Discounters,CENTRO,POS_SHARE_H1,Sell_out_1.csv,C004,Descuento Ya,nombre_normalizado,100.0,Hard Discount,Centro,True,LONCHAS AMERICANAS DELILAT 288G,0.288,UND,CHEDDAR ANALOGO,LONCHITAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,False
2025-04-06,Descuento Ya,130103,20,5.76,150690,Discounters,CENTRO,POS_SHARE_H1,Sell_out_1.csv,C004,Descuento Ya,nombre_normalizado,100.0,Hard Discount,Centro,True,LONCHAS AMERICANAS DELILAT 288G,0.288,UND,CHEDDAR ANALOGO,LONCHITAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,False
2025-04-07,DESCUENTO YA,130103,19,5.472,144440,Hard discount,CENTRO,POS_SHARE_H1,Sell_out_1.csv,C004,Descuento Ya,nombre_normalizado,100.0,Hard Discount,Centro,True,LONCHAS AMERICANAS DELILAT 288G,0.288,UND,CHEDDAR ANALOGO,LONCHITAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,False
2025-04-08,Descuento Ya,130103,19,5.472,143310,Hard discount,Centro,POS_SHARE_H1,Sell_out_1.csv,C004,Descuento Ya,nombre_normalizado,100.0,Hard Discount,Centro,True,LONCHAS AMERICANAS DELILAT 288G,0.288,UND,CHEDDAR ANALOGO,LONCHITAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,False
2025-04-09,DESCUENTO YA,130103,28,8.064,205870,Hard discount,CENTRO,POS_SHARE_H1,Sell_out_1.csv,C004,Descuento Ya,nombre_normalizado,100.0,Hard Discount,Centro,True,LONCHAS AMERICANAS DELILAT 288G,0.288,UND,CHEDDAR ANALOGO,LONCHITAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,False
2025-04-10,Descuento Ya,130103,30,9.331,223020,Hard discount,CENTRO,POS_SHARE_H1,Sell_out_1.csv,C004,Descuento Ya,nombre_normalizado,100.0,Hard Discount,Centro,True,LONCHAS AMERICANAS DELILAT 288G,0.288,UND,CHEDDAR ANALOGO,LONCHITAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,False
2025-04-11,DESCUENTO YA,130103,18,5.184,132020,Discounters,Centro,POS_SHARE_H1,Sell_out_1.csv,C004,Descuento Ya,nombre_normalizado,100.0,Hard Discount,Centro,True,LONCHAS AMERICANAS DELILAT 288G,0.288,UND,CHEDDAR ANALOGO,LONCHITAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,False
2025-04-12,DescuentoYA,130103,28,8.064,214510,Hard Discount,CENTRO,POS_SHARE_H1,Sell_out_1.csv,C004,Descuento Ya,nombre_normalizado,100.0,Hard Discount,Centro,True,LONCHAS AMERICANAS DELILAT 288G,0.288,UND,CHEDDAR ANALOGO,LONCHITAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,False
2025-04-13,DescuentoYA,130103,23,6.624,172220,Hard discount,Centro,POS_SHARE_H1,Sell_out_1.csv,C004,Descuento Ya,nombre_normalizado,100.0,Hard Discount,Centro,True,LONCHAS AMERICANAS DELILAT 288G,0.288,UND,CHEDDAR ANALOGO,LONCHITAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,False
2025-04-14,Descuento Ya,130103,15,4.32,114180,Hard Discount,CENTRO,POS_SHARE_H1,Sell_out_1.csv,C004,Descuento Ya,nombre_normalizado,100.0,Hard Discount,Centro,True,LONCHAS AMERICANAS DELILAT 288G,0.288,UND,CHEDDAR ANALOGO,LONCHITAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,False
2025-04-15,Descuento Ya,130103,27,7.776,206790,Discounters,Centro,POS_SHARE_H1,Sell_out_1.csv,C004,Descuento Ya,nombre_normalizado,100.0,Hard Discount,Centro,True,LONCHAS AMERICANAS DELILAT 288G,0.288,UND,CHEDDAR ANALOGO,LONCHITAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,False
2025-04-16,DescuentoYA,130103,26,7.488,195230,Hard Discount,Centro,POS_SHARE_H1,Sell_out_1.csv,C004,Descuento Ya,nombre_normalizado,100.0,Hard Discount,Centro,True,LONCHAS AMERICANAS DELILAT 288G,0.288,UND,CHEDDAR ANALOGO,LONCHITAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,False
2025-04-17,Descuento Ya,130103,18,5.184,137010,Discounters,CENTRO,POS_SHARE_H1,Sell_out_1.csv,C004,Descuento Ya,nombre_normalizado,100.0,Hard Discount,Centro,True,LONCHAS AMERICANAS DELILAT 288G,0.288,UND,CHEDDAR ANALOGO,LONCHITAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,False
2025-04-18,Descuento Ya,130103,21,6.048,157240,Discounters,Centro,POS_SHARE_H1,Sell_out_1.csv,C004,Descuento Ya,nombre_normalizado,100.0,Hard Discount,Centro,True,LONCHAS AMERICANAS DELILAT 288G,0.288,UND,CHEDDAR ANALOGO,LONCHITAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,False
2025-04-19,Descuento Ya,130103,17,4.896,127990,Hard discount,CENTRO,POS_SHARE_H1,Sell_out_1.csv,C004,Descuento Ya,nombre_normalizado,100.0,Hard Discount,Centro,True,LONCHAS AMERICANAS DELILAT 288G,0.288,UND,CHEDDAR ANALOGO,LONCHITAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,False
2025-04-20,Descuento Ya,130103,20,5.76,151500,Discounters,CENTRO,POS_SHARE_H1,Sell_out_1.csv,C004,Descuento Ya,nombre_normalizado,100.0,Hard Discount,Centro,True,LONCHAS AMERICANAS DELILAT 288G,0.288,UND,CHEDDAR ANALOGO,LONCHITAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,False
2025-04-21,DESCUENTO YA,130103,21,6.048,155460,Discounters,CENTRO,POS_SHARE_H1,Sell_out_1.csv,C004,Descuento Ya,nombre_normalizado,100.0,Hard Discount,Centro,True,LONCHAS AMERICANAS DELILAT 288G,0.288,UND,CHEDDAR ANALOGO,LONCHITAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,False
2025-04-22,DESCUENTO YA,130103,25,7.2,189780,Hard discount,CENTRO,POS_SHARE_H1,Sell_out_1.csv,C004,Descuento Ya,nombre_normalizado,100.0,Hard Discount,Centro,True,LONCHAS AMERICANAS DELILAT 288G,0.288,UND,CHEDDAR ANALOGO,LONCHITAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,False
2025-04-23,Descuento Ya,130103,20,5.76,150220,Hard discount,Centro,POS_SHARE_H1,Sell_out_1.csv,C004,Descuento Ya,nombre_normalizado,100.0,Hard Discount,Centro,True,LONCHAS AMERICANAS DELILAT 288G,0.288,UND,CHEDDAR ANALOGO,LONCHITAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,False
2025-04-24,DescuentoYA,130103,15,4.32,114580,Hard Discount,Centro,POS_SHARE_H1,Sell_out_1.csv,C004,Descuento Ya,nombre_normalizado,100.0,Hard Discount,Centro,True,LONCHAS AMERICANAS DELILAT 288G,0.288,UND,CHEDDAR ANALOGO,LONCHITAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,False
2025-04-25,DESCUENTO YA,130103,31,,230860,Hard discount,CENTRO,POS_SHARE_H1,Sell_out_1.csv,C004,Descuento Ya,nombre_normalizado,100.0,Hard Discount,Centro,True,LONCHAS AMERICANAS DELILAT 288G,0.288,UND,CHEDDAR ANALOGO,LONCHITAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,False
2025-04-26,DESCUENTO YA,130103,31,8.928,229390,Hard discount,Centro,POS_SHARE_H1,Sell_out_1.csv,C004,Descuento Ya,nombre_normalizado,100.0,Hard Discount,Centro,True,LONCHAS AMERICANAS DELILAT 288G,0.288,UND,CHEDDAR ANALOGO,LONCHITAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,False
2025-04-27,Descuento Ya,130103,20,5.76,148170,Hard Discount,Centro,POS_SHARE_H1,Sell_out_1.csv,C004,Descuento Ya,nombre_normalizado,100.0,Hard Discount,Centro,True,LONCHAS AMERICANAS DELILAT 288G,0.288,UND,CHEDDAR ANALOGO,LONCHITAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,False
2025-04-28,DescuentoYA,130103,20,5.76,147010,Hard Discount,Centro,POS_SHARE_H1,Sell_out_1.csv,C004,Descuento Ya,nombre_normalizado,100.0,Hard Discount,Centro,True,LONCHAS AMERICANAS DELILAT 288G,0.288,UND,CHEDDAR ANALOGO,LONCHITAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,False
2025-04-29,DescuentoYA,130103,18,5.184,133550,Hard Discount,CENTRO,POS_SHARE_H1,Sell_out_1.csv,C004,Descuento Ya,nombre_normalizado,100.0,Hard Discount,Centro,True,LONCHAS AMERICANAS DELILAT 288G,0.288,UND,CHEDDAR ANALOGO,LONCHITAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,False
2025-04-30,Descuento Ya,130103,30,8.64,225640,Hard Discount,Centro,POS_SHARE_H1,Sell_out_1.csv,C004,Descuento Ya,nombre_normalizado,100.0,Hard Discount,Centro,True,LONCHAS AMERICANAS DELILAT 288G,0.288,UND,CHEDDAR ANALOGO,LONCHITAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,False
2025-05-01,DESCUENTO YA,130103,30,8.64,227850,Hard Discount,CENTRO,POS_SHARE_H1,Sell_out_1.csv,C004,Descuento Ya,nombre_normalizado,100.0,Hard Discount,Centro,True,LONCHAS AMERICANAS DELILAT 288G,0.288,UND,CHEDDAR ANALOGO,LONCHITAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,False
2025-05-02,Descuento Ya,130103,27,7.776,201540,Hard discount,CENTRO,POS_SHARE_H1,Sell_out_1.csv,C004,Descuento Ya,nombre_normalizado,100.0,Hard Discount,Centro,True,LONCHAS AMERICANAS DELILAT 288G,0.288,UND,CHEDDAR ANALOGO,LONCHITAS,QUESOS ANALOGOS,regular,DELILAT,MAQUILA,False
